fen,next_move,move_type,material_diff,num_legal_moves,is_in_check,center_control
1n2k1nr/1p2bpp1/3p4/3B4/rp1P1B2/8/P1P1K3/RN1Q2N1 w k - 2 15,d5b7,1,5,39,0,4
rn1qkb1r/2pp2p1/4pp1n/p2N4/P2P4/4P2p/1PPQ1P1P/1RB1K2b w - - 2 12,b2b3,0,-11,24,0,3
8/4k2r/1N2p1p1/1P4b1/7p/8/6K1/8 b - - 2 32,e7d6,0,-7,19,0,1
rnq2bnr/p3p1pp/1p3k2/2pp4/5P2/3BPQ1P/PPP4R/RNB1K1N1 b Q - 2 10,e7e5,0,2,28,0,3
2b2r2/r2p1k1p/p1p5/8/1b1P2p1/2N5/P1K2PP1/R7 w - - 2 21,c3b5,0,-9,27,0,3
5k2/2p5/3ppp2/PB6/2P5/R3P2q/3K1P1P/5r2 b - - 2 28,h3e3,1,-5,29,0,3
rnbq1bnr/ppppk1pp/5p2/4p2Q/2B5/4P3/PPPP1PPP/RNB1K1NR w KQ - 2 4,c4g8,1,0,46,0,3
r1bqkbr1/1pppppp1/n7/6Bp/2P1P3/8/PP3PPP/RN1QK1NR w KQq - 2 7,d1d7,1,0,43,0,4
rnbqk1nr/pppp1ppp/4p3/8/8/b4N2/PPPPPPPP/RNBQKBR1 w Qkq - 2 3,b1a3,1,0,20,0,2
4rb2/4k3/3pr2p/1P2p3/4P3/B4nP1/P1NP4/R4K2 w - - 2 27,c2b4,0,-3,20,0,2
5knr/6pp/pn3p2/p5B1/3KP3/P4PPb/8/8 b - - 2 22,f6g5,1,-12,24,0,2
3k1b1r/p4p1p/6p1/1B6/4p2P/3p4/PP1P4/RNB2KNR b - - 2 18,a7a6,0,12,19,0,0
8/3n1k2/2pp1p2/1p6/1P1n1P2/r2P4/8/6K1 w - - 2 32,g1h2,0,-12,6,0,2
6r1/4kp1p/5p2/2p4P/5NPR/3P4/3KP3/5B2 b - - 2 27,f6f5,0,6,19,0,2
4r1r1/p1pk1p2/4p1p1/3p4/3P4/P3PN1P/P1P4P/2BK3R w - - 2 15,h1f1,0,2,19,0,4
1rbqkbnr/p1pp1p1p/2n3p1/1p2p3/P1P3P1/4R3/1P1PPP1P/1NBQKBNR w Kk - 2 6,c4c5,0,0,30,0,3
6R1/2p1pk2/1pn4B/8/2p5/8/1P2KP1R/1N6 b - - 2 20,f7f6,0,11,14,0,2
7r/p7/6K1/8/2pk1P2/PP6/8/8 b - - 2 35,d4e4,0,-4,24,0,3
1nbqkbnr/rpppp1pp/p4p2/8/7P/5P2/PPPPP1PR/RNBQKBN1 w Qk - 2 4,g1h3,0,0,20,0,1
1nbqk1nr/rppppp1p/5b2/p5p1/8/P1P5/1PQ1BPPP/RNB1K1NR w KQk - 2 8,b2b4,0,-2,39,0,2
8/5k2/2p5/Q7/4P2P/6P1/2P5/1N4KR b - - 2 31,c6c5,0,20,9,0,1
1nbqk2r/rp1pPppp/8/pp6/8/b2P1P1N/PP2PKPP/R1BQ1B1R b k - 2 10,a3b2,1,1,26,0,0
8/p7/1p2k3/5pr1/P2p4/2B5/R3P3/4K3 w - - 2 33,a2a1,0,1,18,0,1
rnb2k2/pppp1p2/7p/8/PP1PP2P/RP6/6q1/1N2KB2 b - - 2 16,b7b5,0,-9,36,0,1
1r1k2r1/p5pp/b7/P1p1Pp2/5n2/P6P/2PK4/8 w - - 2 23,e5e6,0,-16,10,0,0
rnb1kb1r/3qpppp/p1pp4/8/3P1B2/R1P4P/1P2PP1R/1N1QKB2 w kq - 2 11,a3a6,1,-1,33,0,4
6k1/8/7R/7P/p2P1p2/P4P2/3K4/1R3B2 w - - 2 36,f1h3,0,15,35,0,2
rnbq4/1pppk2p/p7/8/5B2/P2P4/RPP1P1PP/1N1QKBNR b K - 2 13,d8f8,0,13,20,0,0
8/p6n/p5k1/8/8/6NP/4rP2/2K5 w - - 2 30,g3e2,1,-5,11,0,1
3k4/8/8/1p6/p4B1N/P2p4/8/R3K3 b - - 2 39,d8c8,0,9,6,0,0
2Q5/6k1/8/P7/3N2K1/8/P2PP3/8 w - - 2 40,d4c2,0,16,40,0,0
rnb1kbnr/pppp1ppp/8/4p1q1/8/3P3N/PPPQPPPP/RNB1KB1R b KQkq - 2 3,h7h6,0,0,40,0,2
rn1q1k2/p1p1pn2/1p1p1p2/2N5/2PP1P2/3B4/PP6/1RB1K3 w - - 2 18,e1d2,0,-7,28,0,5
6nr/1k6/7p/2R5/2P1p3/1P4pb/8/4K3 b - - 2 32,b7b6,0,-7,18,0,0
4k1nr/5ppp/1n6/2p5/8/b4K2/8/8 b k - 2 30,g7g5,0,-18,23,0,2
8/3k4/1p6/3Bb1p1/8/N7/4K3/8 w - - 2 36,a3c4,0,1,25,0,1
6nB/8/k7/pb3pPR/8/8/6P1/3K4 b - - 2 35,g8e7,0,2,16,0,1
8/R5R1/1k6/1p6/1n1p4/3p2P1/1P1P4/3K4 b - - 2 31,b4a2,0,7,7,0,1
r2qkr2/p1p1n2p/1pnp4/8/3bP3/1P3Q1P/P1PP1P1P/R1B1KB2 w Q - 2 15,f3g3,0,-5,34,0,2
rnb5/3p4/pp2pk2/8/1PP1P3/P7/K2BB1P1/1R6 w - - 2 29,g2g4,0,1,31,0,2
rn2kbn1/pp2pp2/2p5/5b2/3p3Q/q2P4/PPP1PP1P/R1BQKBNR b KQq - 2 8,f5d3,1,12,36,0,2
rnbqk1nr/1p1p1ppp/3b4/4p3/8/4Q3/PPP1PPPP/RNB1KBNR b KQkq - 2 5,a8a2,1,1,35,0,2
R7/p3pp2/1p1k4/6B1/1P4N1/P6B/2P1P3/RN3K2 w - - 2 22,g5h6,0,22,36,0,1
8/4k2p/4Np2/3p1P2/6P1/5N2/5P2/1K6 w - - 2 30,e6g7,0,6,22,0,3
1nb1k3/1p2bp2/5p2/2p5/2PN4/3P2P1/1P3P2/4KB2 b - - 2 20,c5d4,1,-2,18,0,2
r1b4r/pp1n1k1p/4p3/2p5/2P3p1/NP1P4/2K1P2b/R3Q3 w - - 2 23,e1h1,0,-4,29,0,2
2k3nr/8/1p5p/3p4/Q2P4/N2P1P2/4N1b1/4K3 w - - 2 26,e1d2,0,4,26,0,5
4r3/6p1/5k2/2pp3p/7P/1PP2K2/1B1P4/4N3 w - - 2 34,d2d4,0,1,14,0,2
rn1q1bnr/4k2p/2p5/p2p1bPR/P7/5Np1/1PPKPP2/R1BQ1BN1 w - - 2 13,h5h7,1,1,29,0,2
5r2/4pk1p/P6b/5P2/3p2pP/1N6/1P3P1q/3K2N1 b - - 2 27,h2g1,1,-10,33,0,1
r1bqkbnr/1ppp2pp/p3pp2/8/P2nP1P1/3K3N/1PPP1P1P/RNBQ1B1R b kq - 2 6,h7h5,0,0,32,0,2
r1b1kb2/p2p3p/n4B2/2p5/P5P1/3P1K1P/6P1/1N3B1R b q - 2 20,f8g7,0,1,15,0,1
8/8/4p1k1/3N4/P2p4/3P1P2/2P1KPBq/8 w - - 2 38,e2f1,0,0,19,0,2
2r2k2/p1q5/P1pp4/8/2P4p/3K1p2/8/1N6 b - - 2 31,f8e8,0,-14,23,0,2
r1bqkb1r/pppppppp/n6n/8/8/PPN5/2PPPPPP/R1BQKBNR b KQkq - 2 3,c7c6,0,0,20,0,0
8/2p1k1p1/2Bp4/5p1p/P1PN4/2b5/2P1P1K1/2B5 b - - 2 26,e7f7,0,5,16,0,3
8/1p2p3/6p1/p2r4/8/P2k4/1q6/2K5 w - - 2 39,c1d1,0,-17,2,1,0
rnb3k1/p2pn3/1p2p3/8/P4R2/3P1P2/4P1B1/R2K4 b - - 2 23,b8c6,0,-1,17,0,2
8/2p5/3p2pp/2k1p3/8/7N/P1P1PPPP/1NKR1B1R w - - 2 24,d1d5,0,20,25,0,2
rnb1kbnr/pppqpppp/3p4/8/8/1PP5/P1QPPPPP/RNB1KBNR b KQkq - 2 3,d7a4,0,0,28,0,1
r4k2/p1p1pp2/5bp1/7p/P6P/5PP1/2PPB3/2Q1K2R b - - 2 22,f6h4,1,9,23,0,2
r1b1k2r/pp2n3/8/4p1bp/P7/1pP1PP2/1B1NK1BP/R6R w kq - 2 19,g2h3,0,0,34,0,4
r1bqkbnr/pppppppp/n7/8/8/2N5/PPPPPPPP/R1BQKBNR w KQkq - 2 2,c3d5,0,0,22,0,2
8/2p2k2/8/8/P2P4/Rr6/2P2K2/1N6 w - - 2 31,a3a2,0,5,15,0,1
1n6/2p5/2k1p1P1/8/1PP5/8/r7/5K2 b - - 2 34,e6e5,0,-7,21,0,2
1r2k3/ppp1N2p/7p/5b2/PR3p2/8/2P3PP/5K2 w - - 2 26,e7f5,1,-2,27,0,3
8/n3k3/6p1/1B6/p7/5N2/1PK4P/7R w - - 2 34,b5a4,1,8,33,0,2
8/4kn2/1p6/3P4/2P5/4K1P1/2B5/8 b - - 2 36,e7e8,0,2,13,0,1
Nn6/8/3k3P/3p4/1p5R/4K2B/P1P1P3/2RQ4 b - - 2 32,d6c6,0,24,9,0,3
rn2kbn1/pp1bpp2/6r1/2p5/8/P3P3/1PPBNPP1/RN1Q1K2 b q - 2 11,g6d6,0,2,36,0,1
4k3/8/7Q/p7/P5P1/5N2/1R2K3/8 b - - 2 39,e8e7,0,18,4,0,0
rnbq1k1r/pppp1pp1/3b3n/8/7Q/1P3P1P/P1P1P1P1/RN2KBNR w KQ - 2 8,h4f2,0,-2,32,0,3
8/3n4/2p4k/1P6/8/2P1K3/r7/8 b - - 2 37,c6b5,1,-7,27,0,2
8/1R6/p5p1/2p4k/P3P3/3Q1KP1/5P2/1N3B2 b - - 2 34,a6a5,0,21,5,0,1
6k1/8/8/2P3p1/1P2P3/6P1/8/K4B2 b - - 2 34,g8g7,0,6,6,0,0
7r/1p1N2pp/3k1p1n/8/R2p4/6P1/NPP2P1P/2B1K2R b K - 2 18,d6e7,0,11,23,0,3
1nr5/2p1b2p/1p3p1P/5k2/4r3/8/5K2/8 w - - 2 39,f2f1,0,-19,5,0,0
2q1k2r/2pp1p1p/1p3np1/1b2n3/3PP1P1/5P1P/2P1Q1BR/4K1N1 b k - 2 17,b5e2,1,-3,34,0,2
rn5r/p1p1k1Pp/4b2n/1p1p1p2/P7/P6N/2PPPKPP/1NBQ1B1R b - - 2 12,h6g8,0,9,29,0,3
8/1p4p1/3Pk2p/4p3/2P1n3/2N4P/6P1/r3K3 w - - 2 31,c3d1,0,-5,3,1,3
r1bqkb1r/pppppppp/5n2/4P3/3n4/5Q2/PPPP1PPP/RNB1KBNR b KQkq - 2 4,d4f3,1,0,28,0,2
8/4r3/4k3/8/5P2/5p1N/8/1N2K3 w - - 2 35,b1d2,0,1,11,0,1
2bqkbnr/p2ppp1p/8/R1p3N1/1r6/8/3PPPPP/1NBQKBR1 w k - 2 10,a5a2,0,2,32,0,1
5k2/p7/6P1/5p2/P3p3/8/1b6/6K1 w - - 2 32,g1h1,0,-4,7,0,0
1nb1kb1r/1Bqpp1pp/r7/p1p5/5P1P/8/PPPP4/RNBQK1NR b k - 2 10,c5c4,0,3,31,0,2
1rbqkb1r/2ppp1p1/2n4B/p7/1p2P3/3P4/PPP2PPP/RN1QKBR1 b Qk - 2 8,g7g5,0,2,22,0,2
8/8/2p5/p3p3/4Pp1P/P7/2k1BKP1/1R4NR w - - 2 30,b1b3,0,16,32,0,1
rnbqkb1r/pppppppp/7n/8/Q7/2P5/PP1PPPPP/RNB1KBNR b KQkq - 2 2,b8c6,0,0,18,0,0
rnb1kbnr/pp1pqppp/4p3/2p5/8/1P1PB2P/P1P1PPP1/RN1QKBNR b KQkq - 2 4,e6e5,0,0,24,0,2
r1bqkbnr/pppppppp/2n5/8/8/7N/PPPPPPPP/RNBQKB1R w KQkq - 2 2,c2c4,0,0,20,0,0
2q1k3/2p1Pp2/rp6/1b5p/4p3/PPP3rP/R1PB4/3K2NR b - - 2 18,g3h3,1,-5,41,0,0
6n1/8/2k2p2/p6p/p1K4P/4P3/6BP/1N6 b - - 2 32,c6d7,0,2,4,1,2
7r/2kb4/pp2p3/7p/4B2N/1P4P1/P1P3P1/2R1K3 w - - 2 22,e4h7,0,4,26,0,1
1n1qk1n1/1pr5/2pp1p2/5b2/3P1PP1/3P1K2/1P2P3/2B5 b - - 2 18,e8f8,0,-18,29,0,4
rnb5/1p3k2/p3p1p1/Q2p4/P1p4N/BPPB1P2/3P2P1/RN2K3 b Q - 2 17,c4d3,1,15,15,0,2
8/8/1p1p1kp1/1P1p1p2/3P2P1/4PN2/8/3K4 b - - 2 30,f5g4,1,2,7,0,4
r1bq1bnr/p1p1p3/n3kp1p/3p2p1/1P1PP1PP/N7/PB3P2/RQ2KBNR b KQ - 2 11,c7c6,0,0,20,0,5
Q1b1k3/8/p1p1P3/8/6P1/3K3P/P7/6rR b - - 2 25,g1g4,1,8,15,0,1
8/8/4p1p1/3b2P1/6n1/2k5/8/4K3 w - - 2 37,e1d1,0,-7,3,0,0
5k2/8/8/1R6/8/5K2/2B5/8 b - - 2 40,f8e7,0,8,5,0,0
r2q2k1/2p4r/p1np4/4N1p1/P7/B6P/R1P2P2/4K1Nb w - - 2 18,e5c6,1,-11,27,0,0
1k6/4B3/3N2P1/8/8/8/3K2P1/1N5R b - - 2 32,b8a7,0,16,3,0,0
7R/4kp2/1p6/1b2p3/1P6/3P2P1/3N1N2/4KB2 b - - 2 24,b5d3,1,11,14,0,1
r1b1k2r/p1p1nppp/2P1p3/8/P5P1/2N2P2/1P1PP3/R1BQ1BK1 b kq - 2 13,e7c6,1,8,23,0,2
r1b5/5k2/7Q/p1p1pP2/2P1P3/P2K2P1/3P2BP/R1B3R1 b - - 2 28,f7e8,0,21,12,0,2
r2k3r/p1p2pp1/np5p/5P2/1P6/8/P3K2P/RNB1NB1R w - - 2 18,c1h6,1,7,29,0,0
rQbqk1nr/2pppp1p/7b/p5p1/8/2P5/PP1PPPPP/RNBK1BNR b kq - 2 5,a5a4,0,4,19,0,0
5b2/4kp2/1p5p/1P2r3/7p/2K4P/4N3/1N6 b - - 2 32,e5e2,1,-4,20,0,2
r1bqkb1r/p1pppp1p/p7/8/2P1n3/2N5/P1PPN1PP/1RBQK2R b Kkq - 2 11,h7h5,0,-1,24,0,0
4kb2/8/5P1r/7p/1pPP4/4KB2/8/8 b - - 2 37,h6f6,1,-4,13,0,0
1n2k1n1/2p5/8/5p2/8/p6K/2PP1R1P/2B5 w - - 2 30,c2c3,0,2,15,0,0
2bk3r/6R1/3ppn1p/1P5p/3p4/5P2/1PP1P1P1/1N2KBN1 w - - 2 21,g7c7,0,4,29,0,1
3qk3/3p4/5p2/p4n2/5b2/p7/P4K2/8 w - - 2 32,f2g2,0,-18,6,0,0
5b2/4p3/8/1k4r1/1P6/K7/8/5q2 w - - 2 40,a3b2,0,-17,3,0,0
3Q1b1r/4p1k1/2p2p2/6pp/p7/P7/8/K7 b - - 2 37,g5g4,0,-4,14,0,2
r4b2/p1k1p3/8/3pP2p/5K1p/6r1/PPPN4/1RB5 b - - 2 25,g3g8,0,-3,32,0,1
2kr4/p2n4/p3b3/P1pn1p2/8/2b5/4K3/8 b - - 2 38,c3a5,1,-20,34,0,6
r4knr/np4p1/3b1p1p/P7/2P2P2/P3p2P/q2NP3/5RK1 b - - 2 19,a2d2,1,-19,35,0,2
rnbqkb1r/pppppppp/5n2/8/2P5/5N2/PP1PPPPP/RNBQKB1R b KQkq - 2 2,e7e6,0,0,22,0,2
r4bQ1/pppkp3/4b3/4B1pp/8/N4PP1/3PP1BP/4K1NR b K - 2 15,d7c6,0,14,27,0,1
rq5R/p1pkpp2/8/2p5/1R6/8/P1b5/5K2 w - - 2 32,b4b8,1,-11,34,0,2
7r/p4k2/3pp2b/1p4n1/1P1N4/P7/5KB1/1N6 b - - 2 28,h8a8,0,-4,25,0,3
8/8/7k/7p/7P/8/8/2q1K3 w - - 2 39,e1f2,0,-9,2,1,0
r5nr/4k3/p6P/2p3p1/P6P/4P3/3K4/3R4 w - - 2 24,d1e1,0,-7,18,0,1
6r1/7p/p7/Pp6/1P1P2k1/8/2K5/8 b - - 2 32,g4f3,0,-5,20,0,0
1nb1k3/1p1p1p2/6p1/2pn3P/2P2P1p/b2B3P/3P1K1R/1N6 b - - 2 21,g6h5,1,-2,23,0,1
8/8/8/p6R/1r4k1/B3P3/6KP/8 w - - 2 33,e3e4,0,4,22,0,3
Rnb5/1ppk4/8/3P1p2/8/1PN4r/7P/2B1K3 b - - 2 26,b8c6,0,0,22,0,1
1b6/3k4/4p3/8/P3P3/8/4K3/8 w - - 2 39,e2f1,0,-2,10,0,1
7k/p1p1r3/p1P5/6P1/3N1R2/N7/1P6/3K4 w - - 2 30,d1c1,0,6,27,0,2
1q2kb2/1p2p1r1/8/1p1b3p/8/rpp5/8/5K2 w - - 2 38,f1f2,0,-31,3,0,0
r7/1p1qp1p1/2n2pk1/1B6/5P1p/1P2P3/P1P3PP/RNK3NR b - - 2 16,d7h3,0,4,44,0,5
rnbqk3/2pp1p2/p3p3/1p2r2p/2P3QP/3P3R/PP2PPP1/RN2KBN1 w Qq - 2 13,g4e6,1,4,35,0,4
2kB4/8/5n1p/8/8/P4P1P/5K1P/2r2R2 w - - 2 32,f1c1,1,3,18,0,1
3r2n1/p1p5/P5k1/1p1p4/5P2/3P3B/2R1PK2/1r6 b - - 2 24,b1b4,0,-5,30,0,2
r1bq1rk1/1p1p1p1p/2n2p2/2pP4/7P/1pN1K2N/P1P1P1P1/R2Q1B1R w - - 2 13,d5c6,1,2,33,0,6
6nr/3p1pp1/1p6/7p/Q1kP1P1P/B7/4NRP1/6K1 b - - 2 23,c4d5,0,11,2,1,2
8/7k/pN6/3p4/8/5r2/P7/5K2 w - - 2 35,f1e1,0,-3,4,1,1
1nbk1r2/1p1pp2p/1q3np1/8/2P2P2/N3P3/P2P2PP/RBB1K1NR b KQ - 2 13,b6b1,1,1,36,0,3
3r4/2k3pp/2p4n/1b6/1P6/B1P1Pp2/P7/4K1N1 w - - 2 24,g1h3,0,-5,8,0,2
8/5p1r/4pk2/2p3p1/2P3Pp/P7/3P1P1P/RN2NR1K w - - 2 27,d2d4,0,12,15,0,1
R7/4b2p/3pkp2/8/8/7P/1K3P2/2R5 b - - 2 30,e6f5,0,6,11,0,4
1n1qkbnr/4pp2/2pp3p/1p6/8/1PPP1P2/4N2P/rNR3K1 w k - 2 15,h2h4,0,-18,19,0,4
3r4/2k5/pp2p2n/8/3p4/2rn4/6K1/8 w - - 2 35,g2f1,0,-20,7,0,0
5r2/7p/8/3p2p1/4k1P1/P7/4K2P/8 w - - 2 39,h2h4,0,-5,6,0,0
8/4nk2/3p3P/p7/P2P1p2/7P/3K4/8 b - - 2 38,e7d5,0,-2,14,0,2
rnbqk1r1/pp2np1p/2p3p1/8/3P2P1/P4N2/1PP1PP1P/R1Q1KB1R b KQq - 2 9,c8g4,1,-1,30,0,4
B1b1k1nr/p2p2pp/n1p1p3/5p2/P2P4/8/RBP1PP1P/1N1QK2R b Kk - 2 9,e8f7,0,13,21,0,3
r1b5/1ppk3r/3p1pp1/p7/8/P4PP1/7P/2K3R1 w - - 2 26,g1e1,0,-10,15,0,1
r4kn1/pr6/1Bp2p1p/5p2/4p3/3P3P/N1PR4/4KB1R b K - 2 21,a7b6,1,3,25,0,3
rnb1kB1r/pp1p1p2/8/2p1n2p/8/3P1p1B/PPP1PP1P/RN1QK2R b KQkq - 2 9,e8f8,1,9,24,0,1
7r/6np/5p2/2k4P/5P1P/7N/3K3R/8 w - - 2 32,d2d3,0,1,17,0,1
5k2/1p6/1P2p3/2p3PR/2P5/3P3P/4P3/6K1 b - - 2 27,f8g8,0,8,6,0,2
rn2kb2/p3p1Br/b7/2pq1p2/2P5/P4PPB/1P2P3/RN2K1N1 b Qq - 2 14,f8g7,1,-9,35,0,5
8/p1r1k3/4p1p1/1p4Pr/8/1P3K2/P5P1/5R2 w - - 2 29,f1a1,0,-5,20,0,1
1nbq1b2/1B1k1p2/4pn2/2p5/P7/1P2PPP1/2PP1K2/RNr5 w - - 2 16,b7c8,1,-11,21,0,4
7r/4k1p1/n3p3/5p1p/2Np4/1P5P/3PP1P1/2B1KBNR w K - 2 18,e1f2,0,9,20,0,1
5bnr/2p1k1pp/1r2p3/6R1/2p2P2/P1N2Q1P/R2P4/2B1K3 w - - 2 21,g5g7,1,8,49,0,7
3q1b2/r1pppkp1/b1n4n/pp6/4P3/5N2/PPPP1P1P/RNBQ1K1R w - - 2 10,b2b3,0,3,26,0,3
R1b2rk1/3p4/4p2p/p3P1p1/P5P1/8/2r4P/3K1N2 b - - 2 30,f8f1,1,-6,31,0,1
b2qk1nr/p2p1pp1/n2bp3/2p4p/8/2P2P1N/PP1PP1PP/R1BQKB1R w Kk - 2 10,h3g5,0,3,22,0,2
rn1k4/pp3p2/7p/5p2/2b4P/4P2N/P1P2P2/bK5R w - - 2 23,b1a1,1,-6,18,0,1
8/2p3pp/4kp2/r7/1P6/4K3/8/5R2 w - - 2 35,b4a5,1,-3,22,0,2
rnbqkb1r/ppppn1pp/8/4p3/P7/1P4P1/2PPPP1P/RNBQKBR1 w Qkq - 2 7,f2f3,0,-2,23,0,0
r7/p1pnn2N/1p1k4/8/4P2P/1P6/8/7K b - - 2 30,a8g8,0,-8,27,0,4
B1b1k1n1/3p1p2/p6r/3qp3/7p/1p1P4/1PP5/5KN1 w - - 2 25,g1f3,0,-17,13,0,2
2b1k3/8/p1n1p3/1pB5/P3P3/6pP/8/R3K2R b - - 2 33,c6e7,0,6,18,0,3
r3k2r/1p1b3p/n3pn2/p1P2p2/2P2P2/P3P1P1/4BK2/RN4N1 b - - 2 16,a6c5,1,-4,29,0,4
8/5k2/4pp2/8/1KP3n1/8/8/8 b - - 2 34,g4e5,0,-4,13,0,3
rnbqk2r/pppp1ppp/3b3n/8/2P1pPP1/7P/PP1PP2R/RNBQKBN1 b Qkq - 2 5,b8c6,0,0,32,0,1
3k1b2/8/3p1p2/8/P1P5/N3P2B/R2PK3/2B3N1 b - - 2 24,d8c7,0,16,8,0,2
2b1kb1r/1p1p1p1p/n3p3/6p1/2P3n1/pQ6/P2PP3/R4KN1 b k - 2 18,e8d8,0,-3,28,0,2
3k1r2/7p/8/7p/5p1P/8/3K4/8 w - - 2 33,d2c3,0,-7,7,0,0
5k2/8/3p4/3P1P2/2P3pP/8/8/4K3 b - - 2 40,f8e7,0,2,6,0,1
2r3n1/2k1pp1r/7p/p2RP3/4P3/8/6K1/8 b - - 2 31,c8e8,0,-10,17,0,0
rnb1k2r/pp1p1p1p/1qp1p1p1/8/2P1P3/5NP1/P2NP2P/R2K1B1R b kq - 2 11,b8a6,0,-8,32,0,3
N1B5/8/8/8/8/P7/1P5P/3K2k1 b - - 2 40,g1h2,1,9,5,0,0
1r6/3k2bp/8/1p2qp2/8/8/8/1K6 w - - 2 35,b1a2,0,-20,3,0,0
7k/1B6/Q7/8/3P4/N7/P4P2/R1BK4 b - - 2 32,h8h7,0,26,3,0,0
1r1q1br1/2pkp1pp/3p4/pp6/5P2/1P1PP1PP/P1N2K2/R1B4R w - - 2 18,f2e2,0,-6,27,0,4
rn3b2/pb1p1p2/2p5/2k5/P4p2/2BP4/1PN5/1R1K3R b - - 2 19,b8a6,0,0,17,0,3
4k1n1/4p3/2p1KB1r/2p4p/8/2R2P2/2P1P2P/1R6 b - - 2 24,e8d8,0,5,10,0,2
5r2/8/1k2r3/1p2p2p/8/8/8/4K3 w - - 2 35,e1e2,0,-13,3,0,0
r7/p3k3/4p1pp/5p2/4rP2/6PP/3K4/5NR1 w - - 2 36,d2d3,0,-4,11,0,1
3kr3/4p3/7b/5ppP/2p5/7P/7K/1N4R1 b - - 2 31,c4c3,0,-2,13,0,1
2b5/1p3k2/2p5/4P3/1P5q/5P2/K2b3P/7r b - - 2 30,d2b4,1,-18,50,0,3
r7/5k2/p7/2p5/1BP1P3/8/PP2K3/4R3 b - - 2 26,f7g6,0,5,18,0,1
8/3k4/5p2/R1p5/P7/BP6/3P1PP1/1R2K3 w - - 2 32,d2d3,0,16,23,0,0
rR6/7p/1bkp1p2/p1p5/6PP/3PR3/P3PP2/4K1N1 b - - 2 20,h7h5,0,6,16,0,4
rnb1k3/p2p4/1p1bp1p1/1p3P2/5P1q/N7/PP1PK1P1/R7 w q - 2 18,a1g1,0,-15,25,0,1
2b5/r1p1p3/4p3/pP1p2k1/2B5/1PK1PPP1/R1P5/1N4N1 b - - 2 23,c8b7,0,7,17,0,2
rnb1kb1r/pp1pnp1p/6p1/2p1p3/2P1P1Pq/P1N5/1P1P1P1P/R1BQKBNR b KQkq - 2 6,h4g4,1,0,30,0,3
3k1b2/1p2pp1p/3B4/r2p4/p7/3P2PB/PP2PP2/RN1Q1RK1 b - - 2 14,e7d6,1,20,19,0,2
8/8/1ppP2p1/p3k3/8/1P6/P2P4/R1B2rNK w - - 2 25,b3b4,0,6,11,0,0
r4rk1/1b1p2pp/p1p1p3/p7/P1NPPP2/R6N/1BP3PP/5K1R b - - 2 14,f8c8,0,6,24,0,2
5b2/p2nkp2/2p5/2q3P1/P5p1/3P4/2P5/R2K4 w - - 2 25,g5g6,0,-10,13,0,1
4k1nr/1p4p1/3p1p1p/p2P4/7K/7P/8/2q5 w - - 2 34,h4h5,0,-21,3,0,0
8/p7/p3Pk2/2K1p3/r6p/2P2B2/4PP2/8 b - - 2 34,f6g7,0,-2,19,0,4
5k2/8/5p2/P2p4/6P1/4K2p/8/7b b - - 2 40,f8e8,0,-4,11,0,4
r1bqkbnr/pppppppp/n7/8/8/N7/PPPPPPPP/R1BQKBNR w KQkq - 2 2,g1f3,0,0,20,0,0
r1bqkbnr/pppnpppp/8/3p4/P7/8/RPPPPPPP/1NBQKBNR w Kkq - 2 3,g1h3,0,0,21,0,0
2b1k2r/4bp1p/2p4q/7P/8/8/1K6/8 b k - 2 27,e7a3,0,-22,37,0,1
rnb1kb1r/3p2pp/8/pp2pPq1/P4P1Q/8/1PPPN2P/RNB1K2R w KQkq - 2 10,h1f1,0,1,32,0,2
2bq1b1r/p1ppp3/p4k1n/2B3pp/8/3P1P2/P1P1N1PP/RN1QK2R b KQ - 2 11,d8e8,0,4,23,0,1
3k1bnr/3p3p/8/2p5/8/1PN4N/3BpKPP/4R3 w - - 2 22,c3a4,0,2,32,0,2
rn6/4k3/8/p2P3P/q3p3/4P3/8/5K2 w - - 2 32,f1e2,0,-16,7,0,1
4kb2/5prp/p5p1/3p4/8/3p3Q/P4P1P/R1K2BNR b - - 2 19,f7f5,0,14,16,0,1
r7/8/2Bp3k/2p5/8/P1K4P/1P6/RN6 b - - 2 40,a8a3,1,7,19,0,2
2r1kb1r/2p2ppp/2Pp4/p4p2/P7/6R1/1P1PKP2/RNBQ4 w k - 2 15,d1c2,0,10,34,0,0
1n1k4/5p1b/3p4/3P4/1P6/2P5/3K1P2/r7 w - - 2 31,f2f3,0,-9,6,0,1
rnbq1b1r/1ppp2pp/4kn2/p3p3/P6P/1P5N/2PPPPP1/1RBQKB1R b K - 2 8,e6f5,0,-2,34,0,5
rnb1k2r/p1ppq3/5p1p/1p2pn2/7P/2PPP3/3QNKP1/b1B2B1R b kq - 2 15,f5h4,1,-10,38,0,4
4k3/2Rp1p2/4p3/p3n3/4P3/P2P4/P5P1/5K2 w - - 2 24,c7d7,1,3,18,0,2
4k3/1ppb3r/4p3/1RB2p2/8/8/1PPnP3/3K2N1 w - - 2 20,d1d2,1,-1,26,0,1
rn1k2nr/p1pB1p1p/6p1/1p2p3/8/b4PP1/P2PP2P/RNBQ1K1b w - - 2 13,c1a3,1,0,27,0,1
rnbqk1nr/ppppp2p/4Np1b/8/8/N7/PPPPPPPP/R1BQKB1R b KQkq - 2 4,b7b5,0,1,19,0,1
